Sample,Vrt,Rt,F,8.8
515,2.685793,25.291606,40.481238,0x287B
516,2.689469,25.361484,40.378138,0x2860
517,2.693145,25.431558,40.274751,0x2846
518,2.696822,25.501827,40.171075,0x282B
519,2.700498,25.572293,40.067109,0x2811
520,2.704174,25.642956,39.962852,0x27F6
521,2.707850,25.713817,39.858302,0x27DB
522,2.711527,25.784877,39.753459,0x27C0
523,2.715203,25.856137,39.648322,0x27A5
524,2.718879,25.927598,39.542888,0x278A
525,2.722555,25.999260,39.437157,0x276F
526,2.726232,26.071125,39.331127,0x2754
527,2.729908,26.143193,39.224798,0x2739
528,2.733584,26.215464,39.122608,0x271F
529,2.737260,26.287941,39.021478,0x2705
530,2.740937,26.360624,38.920060,0x26EB
531,2.744613,26.433513,38.818354,0x26D1
532,2.748289,26.506610,38.716358,0x26B7
533,2.751965,26.579915,38.614072,0x269D
534,2.755642,26.653430,38.511493,0x2682
535,2.759318,26.727155,38.408621,0x2668
536,2.762994,26.801091,38.305454,0x264E
537,2.766670,26.875239,38.201992,0x2633
538,2.770347,26.949600,38.098232,0x2619
539,2.774023,27.024175,37.994174,0x25FE
540,2.777699,27.098965,37.889816,0x25E3
541,2.781375,27.173971,37.785157,0x25C9
542,2.785052,27.249193,37.680195,0x25AE
543,2.788728,27.324633,37.574930,0x2593
544,2.792404,27.400292,37.469360,0x2578
545,2.796080,27.476170,37.365616,0x255D
546,2.799757,27.552269,37.265632,0x2544
547,2.803433,27.628589,37.165358,0x252A
548,2.807109,27.705131,37.064791,0x2510
549,2.810785,27.781897,36.963931,0x24F6
550,2.814462,27.858888,36.862775,0x24DC
551,2.818138,27.936103,36.761324,0x24C2
552,2.821814,28.013545,36.659576,0x24A8
553,2.825491,28.091215,36.557528,0x248E
554,2.829167,28.169112,36.455181,0x2474
555,2.832843,28.247239,36.352532,0x245A
556,2.836519,28.325597,36.249581,0x243F
557,2.840196,28.404185,36.146326,0x2425
558,2.843872,28.483007,36.042765,0x240A
559,2.847548,28.562061,35.938897,0x23F0
560,2.851224,28.641351,35.834722,0x23D5
561,2.854901,28.720875,35.730237,0x23BA
562,2.858577,28.800637,35.625441,0x23A0
563,2.862253,28.880635,35.523676,0x2386
564,2.865929,28.960873,35.422677,0x236C
565,2.869606,29.041350,35.321377,0x2352
566,2.873282,29.122069,35.219774,0x2338
567,2.876958,29.203029,35.117866,0x231E
568,2.880634,29.284232,35.015652,0x2304
569,2.884311,29.365680,34.913131,0x22E9
570,2.887987,29.447372,34.810301,0x22CF
571,2.891663,29.529311,34.707161,0x22B5
572,2.895339,29.611497,34.603710,0x229A
573,2.899016,29.693932,34.499945,0x227F
574,2.902692,29.776617,34.395867,0x2265
575,2.906368,29.859552,34.291472,0x224A
576,2.910044,29.942740,34.186761,0x222F
577,2.913721,30.026180,34.081731,0x2214
578,2.917397,30.109875,33.976381,0x21F9
579,2.921073,30.193826,33.870709,0x21DE
580,2.924749,30.278033,33.766803,0x21C4
581,2.928426,30.362497,33.666779,0x21AA
582,2.932102,30.447221,33.566449,0x2191
583,2.935778,30.532205,33.465810,0x2177
584,2.939454,30.617450,33.364861,0x215D
585,2.943131,30.702958,33.263602,0x2143
586,2.946807,30.788730,33.162030,0x2129
587,2.950483,30.874767,33.060145,0x210F
588,2.954159,30.961070,32.957944,0x20F5
589,2.957836,31.047640,32.855426,0x20DA
590,2.961512,31.134479,32.752590,0x20C0
591,2.965188,31.221589,32.649435,0x20A6
592,2.968864,31.308969,32.545958,0x208B
593,2.972541,31.396622,32.442158,0x2071
594,2.976217,31.484549,32.338034,0x2056
595,2.979893,31.572751,32.233585,0x203B
596,2.983569,31.661229,32.128808,0x2020
597,2.987246,31.749985,32.023702,0x2006
598,2.990922,31.839020,31.920362,0x1FEB
599,2.994598,31.928335,31.817306,0x1FD1
600,2.998274,32.017932,31.713925,0x1FB6
601,3.001951,32.107812,31.610217,0x1F9C
602,3.005627,32.197976,31.506182,0x1F81
603,3.009303,32.288426,31.401816,0x1F66
604,3.012979,32.379163,31.297120,0x1F4C
605,3.016656,32.470188,31.192091,0x1F31
606,3.020332,32.561503,31.086727,0x1F16
607,3.024008,32.653109,30.981028,0x1EFB
608,3.027684,32.745008,30.874991,0x1EDF
609,3.031361,32.837200,30.768615,0x1EC4
610,3.035037,32.929688,30.661898,0x1EA9
611,3.038713,33.022473,30.554839,0x1E8E
612,3.042389,33.115556,30.447435,0x1E72
613,3.046066,33.208939,30.339686,0x1E56
614,3.049742,33.302623,30.231589,0x1E3B
615,3.053418,33.396609,30.126893,0x1E20
616,3.057094,33.490899,30.023403,0x1E05
617,3.060771,33.585495,29.919579,0x1DEB
618,3.064447,33.680398,29.815417,0x1DD0
619,3.068123,33.775609,29.710917,0x1DB5
620,3.071799,33.871131,29.606076,0x1D9B
621,3.075476,33.966964,29.500894,0x1D80
622,3.079152,34.063109,29.395368,0x1D65
623,3.082828,34.159570,29.289496,0x1D4A
624,3.086504,34.256347,29.183278,0x1D2E
625,3.090181,34.353441,29.076711,0x1D13
626,3.093857,34.450854,28.969794,0x1CF8
627,3.097533,34.548589,28.862525,0x1CDC
628,3.101209,34.646646,28.754901,0x1CC1
629,3.104886,34.745026,28.646922,0x1CA5
630,3.108562,34.843733,28.538586,0x1C89
631,3.112238,34.942766,28.429891,0x1C6E
632,3.115914,35.042129,28.324953,0x1C53
633,3.119591,35.141822,28.221226,0x1C38
634,3.123267,35.241847,28.117153,0x1C1D
635,3.126943,35.342206,28.012733,0x1C03
636,3.130619,35.442901,27.907965,0x1BE8
637,3.134296,35.543932,27.802845,0x1BCD
638,3.137972,35.645303,27.697373,0x1BB2
639,3.141648,35.747014,27.591546,0x1B97
640,3.145324,35.849068,27.485363,0x1B7C
641,3.149001,35.951465,27.378822,0x1B60
642,3.152677,36.054209,27.271922,0x1B45
643,3.156353,36.157299,27.164660,0x1B2A
644,3.160030,36.260740,27.057034,0x1B0E
645,3.163706,36.364531,26.949043,0x1AF2
646,3.167382,36.468675,26.840685,0x1AD7
647,3.171058,36.573174,26.731958,0x1ABB
648,3.174735,36.678029,26.622860,0x1A9F
649,3.178411,36.783242,26.518122,0x1A84
650,3.182087,36.888816,26.414279,0x1A6A
651,3.185763,36.994752,26.310080,0x1A4F
652,3.189440,37.101052,26.205523,0x1A34
653,3.193116,37.207717,26.100606,0x1A19
654,3.196792,37.314750,25.995328,0x19FE
655,3.200468,37.422153,25.889686,0x19E3
656,3.204145,37.529927,25.783679,0x19C8
657,3.207821,37.638074,25.677304,0x19AD
658,3.211497,37.746597,25.570561,0x1992
659,3.215173,37.855497,25.463446,0x1976
660,3.218850,37.964776,25.355958,0x195B
661,3.222526,38.074437,25.248095,0x193F
662,3.226202,38.184480,25.139855,0x1923
663,3.229878,38.294910,25.031237,0x1907
664,3.233555,38.405726,24.922237,0x18EC
665,3.237231,38.516932,24.812854,0x18D0
666,3.240907,38.628529,24.707629,0x18B5
667,3.244583,38.740519,24.602638,0x189A
668,3.248260,38.852905,24.497276,0x187F
669,3.251936,38.965689,24.391542,0x1864
670,3.255612,39.078872,24.285432,0x1849
671,3.259288,39.192458,24.178946,0x182D
672,3.262965,39.306447,24.072081,0x1812
673,3.266641,39.420843,23.964835,0x17F6
674,3.270317,39.535647,23.857206,0x17DB
675,3.273993,39.650861,23.749193,0x17BF
676,3.277670,39.766488,23.640792,0x17A4
677,3.281346,39.882531,23.532003,0x1788
678,3.285022,39.998990,23.422822,0x176C
679,3.288698,40.115869,23.313248,0x1750
680,3.292375,40.233170,23.203279,0x1734
681,3.296051,40.350894,23.092912,0x1717
682,3.299727,40.469045,22.983113,0x16FB
683,3.303403,40.587625,22.877968,0x16E0
684,3.307080,40.706636,22.772441,0x16C5
685,3.310756,40.826080,22.666530,0x16AA
686,3.314432,40.945959,22.560233,0x168F
687,3.318108,41.066277,22.453547,0x1674
688,3.321785,41.187035,22.346471,0x1658
689,3.325461,41.308237,22.239002,0x163D
690,3.329137,41.429883,22.131138,0x1621
691,3.332813,41.551978,22.022877,0x1605
692,3.336490,41.674522,21.914217,0x15EA
693,3.340166,41.797520,21.805155,0x15CE
694,3.343842,41.920973,21.695689,0x15B2
695,3.347518,42.044884,21.585817,0x1595
696,3.351195,42.169255,21.475538,0x1579
697,3.354871,42.294089,21.364847,0x155D
698,3.358547,42.419389,21.253744,0x1540
699,3.362223,42.545157,21.145195,0x1525
700,3.365900,42.671395,21.039013,0x1509
701,3.369576,42.798107,20.932433,0x14EE
702,3.373252,42.925296,20.825452,0x14D3
703,3.376928,43.052963,20.718069,0x14B7
704,3.380605,43.181111,20.610280,0x149C
705,3.384281,43.309744,20.502084,0x1480
706,3.387957,43.438864,20.393479,0x1464
707,3.391633,43.568474,20.284461,0x1448
708,3.395310,43.698576,20.175030,0x142C
709,3.398986,43.829173,20.065181,0x1410
710,3.402662,43.960269,19.954914,0x13F4
711,3.406338,44.091866,19.844225,0x13D8
712,3.410015,44.223967,19.733112,0x13BB
713,3.413691,44.356574,19.621573,0x139F
714,3.417367,44.489692,19.509605,0x1382
715,3.421043,44.623322,19.397366,0x1365
716,3.424720,44.757468,19.290995,0x134A
717,3.428396,44.892132,19.184212,0x132F
718,3.432072,45.027318,19.077016,0x1313
719,3.435748,45.163029,18.969404,0x12F8
720,3.439425,45.299268,18.861374,0x12DC
721,3.443101,45.436037,18.752922,0x12C0
722,3.446777,45.573341,18.644047,0x12A4
723,3.450453,45.711181,18.534746,0x1288
724,3.454130,45.849562,18.425017,0x126C
725,3.457806,45.988486,18.314857,0x1250
726,3.461482,46.127957,18.204263,0x1234
727,3.465158,46.267978,18.093233,0x1217
728,3.468835,46.408552,17.981765,0x11FB
729,3.472511,46.549683,17.869855,0x11DE
730,3.476187,46.691373,17.757502,0x11C1
731,3.479864,46.833626,17.644702,0x11A5
732,3.483540,46.976446,17.534894,0x1188
733,3.487216,47.119836,17.426902,0x116D
734,3.490892,47.263798,17.318478,0x1151
735,3.494569,47.408338,17.209620,0x1135
736,3.498245,47.553458,17.100325,0x1119
737,3.501921,47.699161,16.990590,0x10FD
738,3.505597,47.845451,16.880413,0x10E1
739,3.509274,47.992333,16.769791,0x10C5
740,3.512950,48.139808,16.658722,0x10A8
741,3.516626,48.287882,16.547202,0x108C
742,3.520302,48.436557,16.435229,0x106F
743,3.523979,48.585838,16.322800,0x1052
744,3.527655,48.735727,16.209913,0x1035
745,3.531331,48.886229,16.096564,0x1018
746,3.535007,49.037348,15.982751,0x0FFB
747,3.538684,49.189087,15.868470,0x0FDE
748,3.542360,49.341450,15.756453,0x0FC1
749,3.546036,49.494441,15.648034,0x0FA5
750,3.549712,49.648063,15.539168,0x0F8A
751,3.553389,49.802322,15.429851,0x0F6E
752,3.557065,49.957220,15.320080,0x0F51
753,3.560741,50.112762,15.209853,0x0F35
754,3.564417,50.268952,15.099168,0x0F19
755,3.568094,50.425794,14.988020,0x0EFC
756,3.571770,50.583291,14.876408,0x0EE0
757,3.575446,50.741448,14.764328,0x0EC3
758,3.579122,50.900270,14.651777,0x0EA6
759,3.582799,51.059760,14.538753,0x0E89
760,3.586475,51.219922,14.425252,0x0E6C
761,3.590151,51.380761,14.311271,0x0E4F
762,3.593827,51.542282,14.196808,0x0E32
763,3.597504,51.704488,14.081859,0x0E14
764,3.601180,51.867384,13.968175,0x0DF7
765,3.604856,52.030974,13.858301,0x0DDB
766,3.608532,52.195262,13.747958,0x0DBF
767,3.612209,52.360254,13.637143,0x0DA3
768,3.615885,52.525954,13.525852,0x0D86
769,3.619561,52.692366,13.414083,0x0D6A
770,3.623237,52.859495,13.301832,0x0D4D
771,3.626914,53.027345,13.189097,0x0D30
772,3.630590,53.195921,13.075874,0x0D13
773,3.634266,53.365229,12.962160,0x0CF6
774,3.637942,53.535272,12.847952,0x0CD9
775,3.641619,53.706055,12.733246,0x0CBB
776,3.645295,53.877584,12.618040,0x0C9E
777,3.648971,54.049864,12.502330,0x0C80
778,3.652647,54.222898,12.386113,0x0C62
779,3.656324,54.396693,12.269386,0x0C44
780,3.660000,54.571252,12.154681,0x0C27
781,3.663676,54.746582,12.043163,0x0C0B
782,3.667352,54.922687,11.931153,0x0BEE
783,3.671029,55.099573,11.818646,0x0BD1
784,3.674705,55.277245,11.705639,0x0BB4
785,3.678381,55.455707,11.592130,0x0B97
786,3.682057,55.634966,11.478114,0x0B7A
787,3.685734,55.815026,11.363588,0x0B5D
788,3.689410,55.995893,11.248549,0x0B3F
789,3.693086,56.177572,11.132993,0x0B22
790,3.696762,56.360070,11.016917,0x0B04
791,3.700439,56.543391,10.900317,0x0AE6
792,3.704115,56.727541,10.783190,0x0AC8
793,3.707791,56.912525,10.665532,0x0AAA
794,3.711467,57.098350,10.547339,0x0A8C
795,3.715144,57.285021,10.428609,0x0A6D
796,3.718820,57.472543,10.314758,0x0A50
797,3.722496,57.660924,10.202105,0x0A33
798,3.726172,57.850168,10.088936,0x0A16
799,3.729849,58.040282,9.975247,0x09F9
800,3.733525,58.231271,9.861034,0x09DC
801,3.737201,58.423142,9.746294,0x09BF
802,3.740877,58.615900,9.631023,0x09A1
803,3.744554,58.809553,9.515218,0x0983
804,3.748230,59.004105,9.398874,0x0966
805,3.751906,59.199564,9.281988,0x0948
806,3.755582,59.395936,9.164557,0x092A
807,3.759259,59.593227,9.046575,0x090B
808,3.762935,59.791444,8.928040,0x08ED
809,3.766611,59.990593,8.808948,0x08CF
810,3.770287,60.190680,8.689294,0x08B0
811,3.773964,60.391713,8.570911,0x0892
812,3.777640,60.593699,8.457294,0x0875
813,3.781316,60.796643,8.343138,0x0857
814,3.784992,61.000553,8.228439,0x083A
815,3.788669,61.205436,8.113192,0x081C
816,3.792345,61.411298,7.997395,0x07FF
817,3.796021,61.618147,7.881042,0x07E1
818,3.799697,61.825990,7.764131,0x07C3
819,3.803374,62.034834,7.646656,0x07A5
820,3.807050,62.244686,7.528614,0x0787
821,3.810726,62.455554,7.410001,0x0768
822,3.814403,62.667445,7.290812,0x074A
823,3.818079,62.880366,7.171044,0x072B
824,3.821755,63.094325,7.050692,0x070C
825,3.825431,63.309330,6.929752,0x06EE
826,3.829108,63.525388,6.808219,0x06CE
827,3.832784,63.742507,6.692156,0x06B1
828,3.836460,63.960695,6.575961,0x0693
829,3.840136,64.179959,6.459193,0x0675
830,3.843813,64.400309,6.341847,0x0657
831,3.847489,64.621751,6.223920,0x0639
832,3.851165,64.844294,6.105406,0x061A
833,3.854841,65.067946,5.986301,0x05FC
834,3.858518,65.292716,5.866601,0x05DD
835,3.862194,65.518612,5.746301,0x05BF
836,3.865870,65.745642,5.625398,0x05A0
837,3.869546,65.973815,5.503885,0x0580
838,3.873223,66.203140,5.381760,0x0561
839,3.876899,66.433625,5.259016,0x0542
840,3.880575,66.665280,5.135650,0x0522
841,3.884251,66.898112,5.011656,0x0502
842,3.887928,67.132131,4.894228,0x04E4
843,3.891604,67.367347,4.776946,0x04C6
844,3.895280,67.603768,4.659063,0x04A8
845,3.898956,67.841404,4.540574,0x048A
846,3.902633,68.080264,4.421475,0x046B
847,3.906309,68.320357,4.301761,0x044D
848,3.909985,68.561694,4.181427,0x042E
849,3.913661,68.804283,4.060468,0x040F
850,3.917338,69.048136,3.938880,0x03F0
851,3.921014,69.293260,3.816657,0x03D1
852,3.924690,69.539667,3.693795,0x03B1
853,3.928366,69.787367,3.570288,0x0391
854,3.932043,70.036369,3.446132,0x0372
855,3.935719,70.286685,3.321321,0x0352
856,3.939395,70.538323,3.196088,0x0332
857,3.943071,70.791296,3.077198,0x0313
858,3.946748,71.045614,2.957675,0x02F5
859,3.950424,71.301287,2.837515,0x02D6
860,3.954100,71.558326,2.716714,0x02B7
861,3.957776,71.816743,2.595265,0x0298
862,3.961453,72.076547,2.473163,0x0279
863,3.965129,72.337752,2.350404,0x0259
864,3.968805,72.600367,2.226982,0x023A
865,3.972481,72.864405,2.102891,0x021A
866,3.976158,73.129876,1.978126,0x01FA
867,3.979834,73.396794,1.852682,0x01DA
868,3.983510,73.665168,1.726553,0x01B9
869,3.987186,73.935012,1.599733,0x0199
870,3.990863,74.206338,1.472217,0x0178
871,3.994539,74.479158,1.347430,0x0158
872,3.998215,74.753484,1.226404,0x0139
873,4.001891,75.029328,1.104708,0x011A
874,4.005568,75.306704,0.982337,0x00FB
875,4.009244,75.585624,0.859284,0x00DB
876,4.012920,75.866101,0.735544,0x00BC
877,4.016596,76.148148,0.611111,0x009C
878,4.020273,76.431778,0.485980,0x007C
879,4.023949,76.717005,0.360145,0x005C
880,4.027625,77.003843,0.233599,0x003B
881,4.031301,77.292304,0.106336,0x001B
882,4.034978,77.582403,-0.021648,0xFFFB
883,4.038654,77.874154,-0.150362,0xFFDA
884,4.042330,78.167571,-0.279811,0xFFB9
885,4.046006,78.462667,-0.409380,0xFF98
886,4.049683,78.759459,-0.532190,0xFF78
887,4.053359,79.057960,-0.655707,0xFF59
888,4.057035,79.358185,-0.779938,0xFF39
889,4.060711,79.660149,-0.904889,0xFF19
890,4.064388,79.963867,-1.030566,0xFEF9
891,4.068064,80.269355,-1.156974,0xFED8
892,4.071740,80.576628,-1.284122,0xFEB8
893,4.075416,80.885701,-1.412014,0xFE97
894,4.079093,81.196592,-1.540659,0xFE76
895,4.082769,81.509315,-1.670061,0xFE55
896,4.086445,81.823887,-1.800229,0xFE34
897,4.090121,82.140324,-1.931169,0xFE12
898,4.093798,82.458644,-2.062887,0xFDF0
899,4.097474,82.778862,-2.195391,0xFDCE
900,4.101150,83.100996,-2.320645,0xFDAE
901,4.104826,83.425064,-2.446361,0xFD8E
902,4.108503,83.751082,-2.572834,0xFD6E
903,4.112179,84.079069,-2.700070,0xFD4D
904,4.115855,84.409041,-2.828076,0xFD2D
905,4.119531,84.741018,-2.956861,0xFD0C
906,4.123208,85.075018,-3.086429,0xFCEA
907,4.126884,85.411058,-3.216790,0xFCC9
908,4.130560,85.749159,-3.347950,0xFCA7
909,4.134237,86.089339,-3.479916,0xFC86
910,4.137913,86.431616,-3.612696,0xFC64
911,4.141589,86.776012,-3.746298,0xFC41
912,4.145265,87.122544,-3.880728,0xFC1F
913,4.148942,87.471234,-4.014639,0xFBFD
914,4.152618,87.822102,-4.139208,0xFBDD
915,4.156294,88.175167,-4.264556,0xFBBD
916,4.159970,88.530451,-4.390693,0xFB9C
917,4.163647,88.887975,-4.517624,0xFB7C
918,4.167323,89.247759,-4.645358,0xFB5B
919,4.170999,89.609826,-4.773903,0xFB3A
920,4.174675,89.974198,-4.903265,0xFB19
921,4.178352,90.340895,-5.033454,0xFAF8
922,4.182028,90.709941,-5.164476,0xFAD6
923,4.185704,91.081358,-5.296340,0xFAB5
924,4.189380,91.455170,-5.429054,0xFA93
925,4.193057,91.831399,-5.562627,0xFA70
926,4.196733,92.210069,-5.697066,0xFA4E
927,4.200409,92.591203,-5.830401,0xFA2C
928,4.204085,92.974827,-5.958276,0xFA0B
929,4.207762,93.360964,-6.086988,0xF9EA
930,4.211438,93.749639,-6.216546,0xF9C9
931,4.215114,94.140877,-6.346959,0xF9A8
932,4.218790,94.534704,-6.478235,0xF986
933,4.222467,94.931146,-6.610382,0xF964
934,4.226143,95.330228,-6.743409,0xF942
935,4.229819,95.731977,-6.877326,0xF920
936,4.233495,96.136420,-7.012140,0xF8FD
937,4.237172,96.543584,-7.147861,0xF8DB
938,4.240848,96.953497,-7.284499,0xF8B8
939,4.244524,97.366186,-7.422062,0xF894
940,4.248200,97.781680,-7.560560,0xF871
941,4.251877,98.200008,-7.693106,0xF84F
942,4.255553,98.621198,-7.823820,0xF82E
943,4.259229,99.045280,-7.955432,0xF80C
944,4.262905,99.472285,-8.087950,0xF7EA
945,4.266582,99.902242,-8.221385,0xF7C8
946,4.270258,100.335181,-8.355746,0xF7A5
947,4.273934,100.771136,-8.491042,0xF783
948,4.277610,101.210135,-8.627283,0xF760
949,4.281287,101.652213,-8.764480,0xF73D
950,4.284963,102.097401,-8.902642,0xF719
951,4.288639,102.545732,-9.041779,0xF6F6
952,4.292315,102.997240,-9.181902,0xF6D2
953,4.295992,103.451958,-9.323022,0xF6AE
954,4.299668,103.909922,-9.459978,0xF68B
955,4.303344,104.371165,-9.591761,0xF669
956,4.307020,104.835723,-9.724492,0xF647
957,4.310697,105.303632,-9.858180,0xF625
958,4.314373,105.774928,-9.992837,0xF602
959,4.318049,106.249649,-10.128471,0xF5E0
960,4.321725,106.727831,-10.265095,0xF5BD
961,4.325402,107.209514,-10.402718,0xF599
962,4.329078,107.694734,-10.541353,0xF576
963,4.332754,108.183532,-10.681009,0xF552
964,4.336430,108.675947,-10.821699,0xF52E
965,4.340107,109.172020,-10.963434,0xF50A
966,4.343783,109.671791,-11.106226,0xF4E5
967,4.347459,110.175302,-11.247810,0xF4C1
968,4.351135,110.682594,-11.386162,0xF49E
969,4.354812,111.193712,-11.525558,0xF47A
970,4.358488,111.708698,-11.666008,0xF456
971,4.362164,112.227596,-11.807526,0xF432
972,4.365840,112.750451,-11.950123,0xF40D
973,4.369517,113.277308,-12.093811,0xF3E8
974,4.373193,113.808215,-12.238604,0xF3C3
975,4.376869,114.343216,-12.384513,0xF39E
976,4.380545,114.882361,-12.531553,0xF378
977,4.384222,115.425697,-12.679735,0xF352
978,4.387898,115.973273,-12.829074,0xF32C
979,4.391574,116.525139,-12.979583,0xF306
980,4.395250,117.081347,-13.122032,0xF2E1
981,4.398927,117.641946,-13.264155,0xF2BD
982,4.402603,118.206990,-13.407406,0xF298
983,4.406279,118.776532,-13.551797,0xF273
984,4.409955,119.350625,-13.697342,0xF24E
985,4.413632,119.929325,-13.844054,0xF228
986,4.417308,120.512686,-13.991949,0xF203
987,4.420984,121.100766,-14.141039,0xF1DC
988,4.424660,121.693621,-14.291341,0xF1B6
989,4.428337,122.291311,-14.442868,0xF18F
990,4.432013,122.893895,-14.595635,0xF168
991,4.435689,123.501433,-14.749659,0xF141
992,4.439365,124.113987,-14.898049,0xF11B
993,4.443042,124.731618,-15.044331,0xF0F5
994,4.446718,125.354390,-15.191829,0xF0CF
995,4.450394,125.982368,-15.340561,0xF0A9
996,4.454070,126.615617,-15.490541,0xF083
997,4.457747,127.254205,-15.641785,0xF05C
998,4.461423,127.898197,-15.794310,0xF035
999,4.465099,128.547665,-15.948131,0xF00E
1000,4.468776,129.202677,-16.103266,0xEFE6
1001,4.472452,129.863305,-16.259730,0xEFBE
1002,4.476128,130.529621,-16.417542,0xEF96
1003,4.479804,131.201700,-16.576718,0xEF6D
1004,4.483481,131.879616,-16.728804,0xEF46
1005,4.487157,132.563446,-16.880766,0xEF1F
1006,4.490833,133.253268,-17.034060,0xEEF8
1007,4.494509,133.949160,-17.188702,0xEED0
1008,4.498186,134.651203,-17.344712,0xEEA8
1009,4.501862,135.359479,-17.502107,0xEE80
1010,4.505538,136.074072,-17.660905,0xEE57
1011,4.509214,136.795066,-17.821126,0xEE2E
1012,4.512891,137.522547,-17.982788,0xEE05
1013,4.516567,138.256604,-18.145912,0xEDDB
1014,4.520243,138.997326,-18.310517,0xEDB1
1015,4.523919,139.744805,-18.471339,0xED88
1016,4.527596,140.499133,-18.627407,0xED60
1017,4.531272,141.260404,-18.784911,0xED38
1018,4.534948,142.028716,-18.943872,0xED0F
1019,4.538624,142.804165,-19.104310,0xECE6
1020,4.542301,143.586854,-19.266246,0xECBC
1021,4.545977,144.376882,-19.429700,0xEC92
1022,4.549653,145.174353,-19.594694,0xEC68
1023,4.553329,145.979374,-19.761250,0xEC3E
